pickup_longitude,pickup_latitude,region
-73.97669982910156,40.7477912902832,0
-73.97666931152342,40.74378204345703,0
-73.95626831054686,40.74453353881836,0
-73.979248046875,40.747108459472656,0
-73.97697448730467,40.74349212646485,0
-73.98284912109375,40.7386589050293,0
-73.98211669921875,40.74322891235352,0
-73.97866821289062,40.73696899414063,0
-73.97798156738281,40.74166870117188,0
-73.972900390625,40.74877166748047,0
-73.98190307617188,40.74615859985352,0
-73.98120880126953,40.74142074584961,0
-73.97351837158203,40.74630355834961,0
-73.98341369628906,40.74443054199219,0
-73.97444915771484,40.74325942993164,0
-73.98096466064453,40.74171829223633,0
-73.98255920410156,40.742481231689446,0
-73.97637176513672,40.73965835571289,0
-73.98333740234375,40.74390411376953,0
-73.98445129394531,40.74266815185546,0
-73.97440338134764,40.748531341552734,0
-73.98396301269531,40.744171142578125,0
-73.98303985595702,40.73904037475586,0
-73.97515106201173,40.74177932739258,0
-73.98072052001953,40.73810958862305,0
-73.97547149658203,40.7451400756836,0
-73.9813461303711,40.741249084472656,0
-73.9789047241211,40.74015808105469,0
-73.9786605834961,40.74502182006836,0
-73.97894287109375,40.74446105957031,0
-73.97797393798828,40.74661636352539,0
-73.97647094726561,40.73958206176758,0
-73.97647857666014,40.739933013916016,0
-73.9762191772461,40.74449920654297,0
-73.98033142089844,40.742778778076165,0
-73.98445892333984,40.744510650634766,0
-73.95380401611328,40.74373245239258,0
-73.9783706665039,40.74170303344727,0
-73.98049926757811,40.738651275634766,0
-73.97676086425781,40.74355697631836,0
-73.9844970703125,40.744178771972656,0
-73.98224639892578,40.74285507202149,0
-73.97505187988281,40.742000579833984,0
-73.9797134399414,40.74330139160156,0
-73.98390960693358,40.74315643310546,0
-73.9763412475586,40.73994827270508,0
-73.97632598876953,40.74750900268555,0
-73.97811889648438,40.73724365234375,0
-73.97477722167967,40.74200820922852,0
-73.98065948486328,40.74228286743164,0
-73.9797134399414,40.73939895629882,0
-73.97588348388672,40.744606018066406,0
-73.98419952392578,40.74332427978516,0
-73.97914123535155,40.74606323242188,0
-73.97671508789062,40.743743896484375,0
-73.98079681396483,40.74201965332031,0
-73.97682189941406,40.74737548828125,0
-73.98164367675781,40.7463493347168,0
-73.9821014404297,40.74026107788086,0
-73.98251342773438,40.74266052246094,0
-73.97383117675781,40.73799896240234,0
-73.97989654541014,40.743125915527344,0
-73.95706939697266,40.74451446533203,0
-73.97895812988281,40.74061965942384,0
-73.97821044921875,40.745548248291016,0
-73.98102569580078,40.74459838867188,0
-73.97550964355469,40.744487762451165,0
-73.97032165527342,40.74798202514648,0
-73.98346710205078,40.7439079284668,0
-73.98346710205078,40.742290496826165,0
-73.97666168212889,40.74393844604492,0
-73.97609710693358,40.74457931518555,0
-73.97142791748048,40.74431610107422,0
-73.98243713378906,40.74515151977539,0
-73.97284698486328,40.74665069580078,0
-73.97650909423827,40.748210906982415,0
-73.98409271240233,40.74324417114258,0
-73.97570037841797,40.74874877929688,0
-73.97406768798828,40.743667602539055,0
-73.9769058227539,40.741943359375,0
-73.98129272460938,40.74139022827149,0
-73.98104095458984,40.744678497314446,0
-73.9836654663086,40.7436981201172,0
-73.9806900024414,40.7422103881836,0
-73.98138427734375,40.73736190795898,0
-73.97843170166014,40.74178695678711,0
-73.97610473632812,40.74031066894531,0
-73.97467803955078,40.741981506347656,0
-73.98067474365233,40.73828887939453,0
-73.97602844238281,40.74444961547852,0
-73.97176361083984,40.74604034423828,0
-73.981201171875,40.74198913574219,0
-73.97992706298828,40.7392807006836,0
-73.97595977783203,40.74461364746094,0
-73.9735107421875,40.74845123291016,0
-73.98397064208984,40.74327850341797,0
-73.97798156738281,40.74579620361328,0
-73.98328399658203,40.74146270751953,0
-73.9808578491211,40.74451446533203,0
-73.97195434570312,40.74738693237305,0
-73.97997283935547,40.74650955200195,0
-73.98407745361328,40.74336624145508,0
-73.97367095947266,40.74763107299805,0
-73.97744750976561,40.742095947265625,0
-73.9768829345703,40.73891830444336,0
-73.98320007324217,40.7386589050293,0
-73.97616577148438,40.74455642700195,0
-73.97575378417967,40.74917984008789,0
-73.97325134277344,40.74358367919922,0
-73.97221374511719,40.74642181396485,0
-73.97866821289062,40.74497985839844,0
-73.9799575805664,40.742958068847656,0
-73.98200988769531,40.7406005859375,0
-73.97659301757811,40.74831008911133,0
-73.97608947753906,40.740188598632805,0
-73.97760009765625,40.74233627319336,0
-73.97846221923827,40.74532318115234,0
-73.98269653320312,40.73952102661133,0
-73.97902679443358,40.74700927734375,0
-73.9776611328125,40.74234390258789,0
-73.98313140869139,40.74183654785156,0
-73.97654724121092,40.747722625732415,0
-73.98251342773438,40.74252700805664,0
-73.97222137451173,40.74732971191406,0
-73.98316955566406,40.73867034912109,0
-73.97437286376953,40.74213409423828,0
-73.9727020263672,40.7465705871582,0
-73.97852325439453,40.741165161132805,0
-73.97769165039062,40.74629974365234,0
-73.97357177734375,40.748165130615234,0
-73.982421875,40.74506759643555,0
-73.97920989990233,40.74420928955078,0
-73.97861480712889,40.74486541748047,0
-73.9743881225586,40.74684524536133,0
-73.98214721679686,40.74287033081056,0
-73.97532653808595,40.74142837524414,0
-73.97774505615233,40.742431640625,0
-73.97282409667967,40.74442672729492,0
-73.97438049316406,40.7469482421875,0
-73.97493743896483,40.74185943603516,0
-73.9830322265625,40.74467086791992,0
-73.97760009765625,40.74627685546875,0
-73.97954559326173,40.74734878540039,0
-73.97810363769531,40.748172760009766,0
-73.9818115234375,40.74073028564453,0
-73.97779083251953,40.745906829833984,0
-73.97689056396483,40.74761962890625,0
-73.97817993164062,40.7417221069336,0
-73.97822570800781,40.74584197998047,0
-73.976806640625,40.73956298828125,0
-73.97471618652342,40.7418098449707,0
-73.97906494140625,40.7474021911621,0
-73.97891998291014,40.74729537963867,0
-73.982666015625,40.739593505859375,0
-73.9744415283203,40.742332458496094,0
-73.98179626464844,40.7462272644043,0
-73.98121643066406,40.74151992797852,0
-73.9813003540039,40.742069244384766,0
-73.98141479492188,40.741188049316406,0
-73.98293304443358,40.73872756958008,0
-73.98074340820312,40.741981506347656,0
-73.98269653320312,40.741920471191406,0
-73.97882080078125,40.74113845825195,0
-73.9783706665039,40.745361328125,0
-73.9798812866211,40.74578857421875,0
-73.97774505615233,40.73798751831056,0
-73.98303985595702,40.73915863037109,0
-73.97850799560547,40.74502944946289,0
-73.97752380371094,40.7421875,0
-73.97773742675781,40.73785400390625,0
-73.98104095458984,40.738037109375,0
-73.97589111328125,40.74399566650391,0
-73.97599792480467,40.74044036865234,0
-73.97769165039062,40.742408752441406,0
-73.97902679443358,40.74720001220703,0
-73.98159790039062,40.74065017700195,0
-73.9791717529297,40.738861083984375,0
-73.97638702392578,40.73982238769531,0
-73.97823333740233,40.74563217163086,0
-73.97254180908203,40.743629455566406,0
-73.9781723022461,40.74175643920898,0
-73.97319030761719,40.743701934814446,0
-73.97589874267578,40.74892425537109,0
-73.97801208496092,40.74238204956056,0
-73.97842407226561,40.73708724975586,0
-73.97662353515625,40.74916458129882,0
-73.97620391845702,40.74471664428711,0
-73.97338104248048,40.73832321166992,0
-73.97645568847656,40.748340606689446,0
-73.97931671142578,40.74612045288086,0
-73.97637939453125,40.744384765625,0
-73.97156524658203,40.74348068237305,0
-73.98139190673827,40.743839263916016,0
-73.95381927490233,40.743560791015625,0
-73.98443603515625,40.74284362792969,0
-73.977294921875,40.74673843383789,0
-73.98033905029298,40.74291229248047,0
-73.98088836669923,40.74446105957031,0
-73.97798156738281,40.74570083618164,0
-73.97301483154298,40.74422454833984,0
-73.97328186035155,40.74374771118164,0
-73.97814178466798,40.74566268920898,0
-73.97586822509764,40.74466323852539,0
-73.97608184814453,40.744720458984375,0
-73.98109436035155,40.73786163330078,0
-73.97184753417967,40.74626922607422,0
-73.97724151611328,40.74211120605469,0
-73.97735595703125,40.74695587158203,0
-73.976318359375,40.7397689819336,0
-73.97667694091797,40.743778228759766,0
-73.9840087890625,40.740081787109375,0
-73.97857666015625,40.73663330078125,0
-73.98007965087889,40.745418548583984,0
-73.97826385498048,40.74828338623047,0
-73.98422241210938,40.74340438842773,0
-73.98091888427734,40.742069244384766,0
-73.97579193115233,40.74042892456056,0
-73.97869873046875,40.74501037597656,0
-73.97850036621094,40.745071411132805,0
-73.97708129882812,40.74301910400391,0
-73.97990417480467,40.73926544189453,0
-73.9811019897461,40.74451446533203,0
-73.98094177246092,40.74151992797852,0
-73.9783706665039,40.74501037597656,0
-73.9822998046875,40.74286651611328,0
-73.98121643066406,40.74438095092773,0
-73.97418212890625,40.7422332763672,0
-73.9724349975586,40.74739837646485,0
-73.97370147705078,40.743927001953125,0
-73.97698211669923,40.747722625732415,0
-73.97631072998048,40.74428176879882,0
-73.97413635253906,40.74692153930664,0
-73.98055267333984,40.74258041381836,0
-73.9734878540039,40.74838638305664,0
-73.9764404296875,40.739871978759766,0
-73.9742660522461,40.74281692504882,0
-73.98291778564453,40.742130279541016,0
-73.98194122314453,40.74253845214844,0
-73.9791717529297,40.74430084228516,0
-73.9842071533203,40.744941711425774,0
-73.97859954833984,40.73697280883789,0
-73.97594451904298,40.74812316894531,0
-73.98076629638672,40.742706298828125,0
-73.98326873779298,40.74137115478516,0
-73.98381805419923,40.743408203125,0
-73.97754669189453,40.74213409423828,0
-73.97341918945312,40.743595123291016,0
-73.9748764038086,40.74840927124024,0
-73.9836654663086,40.74397277832031,0
-73.97222900390625,40.744930267333984,0
-73.98103332519531,40.74168395996094,0
-73.97416687011719,40.74200820922852,0
-73.97481536865233,40.7419548034668,0
-73.97557067871092,40.74518585205078,0
-73.9738540649414,40.74826049804688,0
-73.98111724853516,40.737335205078125,0
-73.98239135742188,40.745826721191406,0
-73.98216247558594,40.74589157104492,0
-73.97312927246092,40.74877548217773,0
-73.97897338867188,40.74459838867188,0
-73.98087310791014,40.74649810791016,0
-73.98316955566406,40.74450302124024,0
-73.9759063720703,40.74501419067384,0
-73.9789810180664,40.74453353881836,0
-73.97846984863281,40.745315551757805,0
-73.97669982910156,40.74604034423828,0
-73.976318359375,40.739707946777344,0
-73.97930908203125,40.74639892578125,0
-73.9763946533203,40.748146057128906,0
-73.9736099243164,40.743408203125,0
-73.98029327392578,40.74566650390625,0
-73.98416900634764,40.743408203125,0
-73.97998809814453,40.7459831237793,0
-73.97311401367188,40.7486457824707,0
-73.97481536865233,40.74192810058594,0
-73.97337341308594,40.74388885498047,0
-73.97846984863281,40.73678970336913,0
-73.98336029052734,40.73876190185546,0
-73.97703552246092,40.74315643310546,0
-73.97282409667967,40.74346160888672,0
-73.97365570068358,40.74336624145508,0
-73.97846221923827,40.7418212890625,0
-73.97631072998048,40.74434661865234,0
-73.97142791748048,40.74650955200195,0
-73.98236846923827,40.74303817749024,0
-73.98203277587889,40.74584579467773,0
-73.97316741943358,40.74781036376953,0
-73.98348236083984,40.7413330078125,0
-73.98045349121092,40.74245071411133,0
-73.9791488647461,40.74715423583984,0
-73.97793579101561,40.745708465576165,0
-73.97472381591797,40.74650573730469,0
-73.98244476318358,40.73996353149414,0
-73.97392272949219,40.73751831054688,0
-73.9798812866211,40.74331665039063,0
-73.977783203125,40.745708465576165,0
-73.97700500488281,40.7392692565918,0
-73.9781494140625,40.74557876586913,0
-73.97757720947266,40.74650573730469,0
-73.97370910644531,40.747161865234375,0
-73.97336578369139,40.743751525878906,0
-73.97833251953125,40.74553680419922,0
-73.97509002685547,40.74193572998047,0
-73.98009490966798,40.73900604248047,0
-73.95359802246092,40.74454498291016,0
-73.98089599609375,40.74271774291992,0
-73.98059844970702,40.738574981689446,0
-73.98343658447266,40.74221420288086,0
-73.9734649658203,40.74391555786133,0
-73.97776794433594,40.7424201965332,0
-73.97747039794923,40.73871612548828,0
-73.97859191894531,40.74111175537109,0
-73.97772216796875,40.74565887451172,0
-73.98072814941406,40.74499130249024,0
-73.97755432128906,40.7456512451172,0
-73.97679138183594,40.74748611450195,0
-73.98103332519531,40.74453353881836,0
-73.98447418212889,40.744117736816406,0
-73.97925567626953,40.74425506591797,0
-73.97779846191406,40.7420654296875,0
-73.97615051269531,40.74439239501953,0
-73.97856903076173,40.74525833129882,0
-73.97247314453125,40.74517440795898,0
-73.98018646240233,40.74578857421875,0
-73.9808349609375,40.73824691772461,0
-73.982177734375,40.73974990844727,0
-73.98346710205078,40.74392318725586,0
-73.98332977294923,40.74446868896485,0
-73.98245239257811,40.74259948730469,0
-73.97628021240233,40.73983001708984,0
-73.98185729980467,40.743213653564446,0
-73.97831726074217,40.737258911132805,0
-73.97315979003906,40.74851608276367,0
-73.97151947021484,40.74633026123047,0
-73.9798812866211,40.74322891235352,0
-73.98213958740233,40.74058532714844,0
-73.9831771850586,40.74428176879882,0
-73.97714233398438,40.747161865234375,0
-73.9759750366211,40.74943542480469,0
-73.9842758178711,40.743362426757805,0
-73.97809600830078,40.74591064453125,0
-73.97870635986328,40.74508666992188,0
-73.98091125488281,40.74462890625,0
-73.97469329833984,40.74195861816406,0
-73.9759521484375,40.7449607849121,0
-73.9789810180664,40.74027633666992,0
-73.9798355102539,40.74640274047852,0
-73.97718811035155,40.747047424316406,0
-73.97210693359375,40.745803833007805,0
-73.98391723632812,40.74073028564453,0
-73.97323608398438,40.74732208251953,0
-73.97869110107422,40.73671340942384,0
-73.97915649414062,40.74612045288086,0
-73.977783203125,40.74237060546875,0
-73.97718811035155,40.7452507019043,0
-73.97976684570312,40.743408203125,0
-73.98259735107422,40.742454528808594,0
-73.98233032226561,40.74273681640625,0
-73.9743881225586,40.74264907836913,0
-73.98197937011719,40.74335861206056,0
-73.98100280761719,40.73769760131836,0
-73.9776840209961,40.73805618286133,0
-73.98357391357422,40.74369430541992,0
-73.97852325439453,40.745071411132805,0
-73.98178100585938,40.74044418334961,0
-73.97879791259764,40.74763870239258,0
-73.9759063720703,40.7447624206543,0
-73.97571563720702,40.745132446289055,0
-73.9737777709961,40.74776458740234,0
-73.97674560546875,40.74369430541992,0
-73.9814224243164,40.74373626708984,0
-73.97613525390625,40.740196228027344,0
-73.97750091552734,40.73824691772461,0
-73.98246002197266,40.74599075317384,0
-73.97990417480467,40.74332046508789,0
-73.9828872680664,40.74235916137695,0
-73.97895812988281,40.740631103515625,0
-73.9727020263672,40.74334335327149,0
-73.98097229003906,40.7444725036621,0
-73.78984069824217,40.64337539672852,1
-73.78217315673827,40.64472579956056,1
-73.78968048095702,40.64688491821289,1
-73.79058837890625,40.646350860595696,1
-73.78711700439453,40.644145965576165,1
-73.78759002685547,40.64181137084961,1
-73.78196716308595,40.64458465576172,1
-73.7818603515625,40.64471054077149,1
-73.78197479248048,40.64476776123047,1
-73.78361511230467,40.64865112304688,1
-73.78961944580078,40.646949768066406,1
-73.77682495117188,40.645332336425774,1
-73.79013061523438,40.64387893676758,1
-73.78980255126953,40.646968841552734,1
-73.782470703125,40.6445426940918,1
-73.78215789794923,40.64444351196289,1
-73.7821044921875,40.64474105834961,1
-73.78878021240233,40.641128540039055,1
-73.7766876220703,40.64530944824219,1
-73.78182983398438,40.644718170166016,1
-73.78186798095702,40.644813537597656,1
-73.79215240478516,40.64501953125,1
-73.78836822509764,40.64020156860352,1
-73.80115509033203,40.67293548583984,1
-73.79013061523438,40.64684677124024,1
-73.77677154541014,40.64550018310546,1
-73.78179168701173,40.64474105834961,1
-73.78280639648438,40.64442443847656,1
-73.78919982910156,40.64720153808594,1
-73.77671813964845,40.64540863037109,1
-73.77671813964845,40.64540863037109,1
-73.77667236328125,40.6453514099121,1
-73.8049545288086,40.68267822265625,1
-73.78932189941406,40.64695358276367,1
-73.78453826904298,40.64858627319336,1
-73.80414581298828,40.679790496826165,1
-73.7901611328125,40.64371490478516,1
-73.78189849853516,40.644634246826165,1
-73.77680206298828,40.645416259765625,1
-73.79081726074217,40.64387512207031,1
-73.77860260009764,40.646671295166016,1
-73.78202056884764,40.64472579956056,1
-73.7934341430664,40.65689086914063,1
-73.79003143310547,40.6436882019043,1
-73.7767333984375,40.645240783691406,1
-73.78997802734375,40.64680862426758,1
-73.79621124267578,40.64472579956056,1
-73.78953552246092,40.646881103515625,1
-73.7903823852539,40.64371109008789,1
-73.77657318115233,40.64537811279297,1
-73.7906951904297,40.64659881591797,1
-73.7767562866211,40.64550018310546,1
-73.7802505493164,40.645790100097656,1
-73.78950500488281,40.646514892578125,1
-73.78562927246092,40.64632415771485,1
-73.79013824462889,40.64665603637695,1
-73.78202819824217,40.644718170166016,1
-73.79006195068358,40.64395904541016,1
-73.77647399902342,40.64523315429688,1
-73.79013061523438,40.64687347412109,1
-73.77674865722656,40.64547729492188,1
-73.79022979736328,40.64685821533203,1
-73.77664947509764,40.64531707763672,1
-73.78993225097656,40.64695358276367,1
-73.78977203369139,40.6469841003418,1
-73.79071044921875,40.64370727539063,1
-73.7818832397461,40.64474105834961,1
-73.78912353515625,40.64651107788086,1
-73.77671813964845,40.64536285400391,1
-73.7894287109375,40.647003173828125,1
-73.79002380371094,40.64345169067384,1
-73.7767333984375,40.64536285400391,1
-73.78251647949219,40.64478302001953,1
-73.78189086914062,40.64474868774414,1
-73.78224945068358,40.64455795288086,1
-73.78079986572266,40.64641189575195,1
-73.78410339355469,40.648719787597656,1
-73.78125762939453,40.646705627441406,1
-73.80713653564453,40.6542854309082,1
-73.78145599365233,40.64480972290039,1
-73.78357696533203,40.648704528808594,1
-73.80148315429686,40.674968719482415,1
-73.78182220458984,40.64482879638672,1
-73.78184509277344,40.64467239379882,1
-73.78900909423827,40.64158630371094,1
-73.78836822509764,40.647438049316406,1
-73.79007720947266,40.643829345703125,1
-73.78219604492188,40.6445541381836,1
-73.77677154541014,40.645652770996094,1
-73.80237579345702,40.6475830078125,1
-73.8131332397461,40.69637680053711,1
-73.78462982177734,40.64842987060546,1
-73.78205108642578,40.644798278808594,1
-73.80717468261719,40.65437316894531,1
-73.7900390625,40.644207000732415,1
-73.78917694091797,40.6429100036621,1
-73.77674102783203,40.64527130126953,1
-73.79010772705078,40.64688491821289,1
-73.7766876220703,40.64539337158203,1
-73.78998565673827,40.64669036865234,1
-73.78191375732422,40.64474868774414,1
-73.78360748291014,40.64864730834961,1
-73.7804183959961,40.64605331420898,1
-73.79051208496092,40.643924713134766,1
-73.77678680419923,40.64523315429688,1
-73.84468841552734,40.68025207519531,1
-73.77677154541014,40.645069122314446,1
-73.78182983398438,40.6447639465332,1
-73.7767105102539,40.645301818847656,1
-73.7819061279297,40.644676208496094,1
-73.78951263427734,40.6429443359375,1
-73.76718139648438,40.699825286865234,1
-73.7818832397461,40.64477157592773,1
-73.78133392333984,40.64489364624024,1
-73.77967834472656,40.64692306518555,1
-73.77680969238281,40.645389556884766,1
-73.77677917480467,40.64527130126953,1
-73.78976440429686,40.6469612121582,1
-73.78207397460938,40.64476013183594,1
-73.77670288085938,40.645320892333984,1
-73.77676391601561,40.64530563354492,1
-73.77664947509764,40.645320892333984,1
-73.78177642822266,40.64482116699219,1
-73.79009246826173,40.64679336547852,1
-73.78391265869139,40.64863967895508,1
-73.78841400146483,40.641483306884766,1
-73.77677917480467,40.64504623413086,1
-73.77672576904298,40.645320892333984,1
-73.78984069824217,40.64374923706056,1
-73.78192138671875,40.64453887939453,1
-73.7895278930664,40.643497467041016,1
-73.78202056884764,40.64474487304688,1
-73.78308868408203,40.64670181274414,1
-73.7767562866211,40.64540863037109,1
-73.79041290283203,40.644081115722656,1
-73.7818832397461,40.64458465576172,1
-73.78314971923827,40.644344329833984,1
-73.77670288085938,40.64543914794922,1
-73.78246307373048,40.646839141845696,1
-73.78982543945312,40.64404296875,1
-73.78050231933594,40.645820617675774,1
-73.78872680664062,40.64151382446289,1
-73.79022979736328,40.643829345703125,1
-73.78183746337889,40.64477157592773,1
-73.78363800048828,40.64870071411133,1
-73.79032135009764,40.64435195922852,1
-73.78337097167967,40.64499282836913,1
-73.78804779052734,40.641231536865234,1
-73.77674865722656,40.64505386352539,1
-73.78791046142578,40.64168167114258,1
-73.79058837890625,40.64402770996094,1
-73.78524780273438,40.64849090576172,1
-73.79062652587889,40.64508819580078,1
-73.7891082763672,40.647239685058594,1
-73.78323364257811,40.64858627319336,1
-73.78951263427734,40.64342498779297,1
-73.79158020019531,40.655067443847656,1
-73.79046630859375,40.64393997192384,1
-73.78231048583984,40.64453125,1
-73.78114318847656,40.64493560791016,1
-73.7900390625,40.64363098144531,1
-73.78224945068358,40.6448631286621,1
-73.78202056884764,40.64473724365234,1
-73.78976440429686,40.6468620300293,1
-73.78115844726561,40.6448974609375,1
-73.78952026367188,40.64623641967773,1
-73.7767333984375,40.6451301574707,1
-73.78836822509764,40.64189910888672,1
-73.79004669189453,40.64693069458008,1
-73.79013824462889,40.64693069458008,1
-73.79010009765625,40.64672088623047,1
-73.78202819824217,40.64468002319336,1
-73.78816223144531,40.64141845703125,1
-73.7825469970703,40.644355773925774,1
-73.79063415527344,40.6440544128418,1
-73.78179168701173,40.64476013183594,1
-73.78218841552734,40.644729614257805,1
-73.7901840209961,40.64679336547852,1
-73.77690887451173,40.64503860473633,1
-73.78793334960938,40.641414642333984,1
-73.78189849853516,40.64683532714844,1
-73.78974151611328,40.64360809326172,1
-73.77674865722656,40.6453971862793,1
-73.79031372070312,40.64675521850586,1
-73.7882080078125,40.64142227172852,1
-73.78319549560547,40.64423751831056,1
-73.78204345703125,40.64495086669922,1
-73.78182220458984,40.644779205322266,1
-73.77684020996092,40.64508438110352,1
-73.79837036132812,40.645034790039055,1
-73.80277252197266,40.647998809814446,1
-73.78926849365233,40.64262008666992,1
-73.79015350341797,40.64365005493164,1
-73.77706909179686,40.6463279724121,1
-73.78209686279298,40.64459609985352,1
-73.78852081298828,40.64728927612305,1
-73.7768325805664,40.6460075378418,1
-73.78913879394531,40.64712905883789,1
-73.78036499023438,40.64589691162109,1
-73.78206634521484,40.644580841064446,1
-73.7957305908203,40.64468002319336,1
-73.79139709472656,40.64552688598633,1
-73.78215026855469,40.64479064941406,1
-73.78850555419923,40.64118957519531,1
-73.78225708007811,40.64466094970703,1
-73.78189086914062,40.64480972290039,1
-73.78099822998048,40.645050048828125,1
-73.78995513916014,40.646831512451165,1
-73.78852081298828,40.641578674316406,1
-73.7810821533203,40.64495086669922,1
-73.78221130371094,40.64716339111328,1
-73.78372955322266,40.64866256713867,1
-73.77690124511719,40.6451301574707,1
-73.78106689453125,40.6450309753418,1
-73.78997039794923,40.64330291748047,1
-73.7771224975586,40.64494323730469,1
-73.78781890869139,40.6450309753418,1
-73.78421783447266,40.648624420166016,1
-73.7816390991211,40.64485168457031,1
-73.79164123535155,40.64520263671875,1
-73.782470703125,40.64453125,1
-73.78946685791014,40.64661407470703,1
-73.78936004638672,40.64710998535156,1
-73.80358123779298,40.64883041381836,1
-73.77678680419923,40.64521408081056,1
-73.77681732177734,40.645538330078125,1
-73.79039001464844,40.646671295166016,1
-73.78977966308595,40.6436004638672,1
-73.78769683837889,40.641948699951165,1
-73.78191375732422,40.64478302001953,1
-73.77670288085938,40.64535903930664,1
-73.78119659423827,40.64498901367188,1
-73.78343200683594,40.64866638183594,1
-73.78353118896483,40.64877700805664,1
-73.77666473388672,40.64523315429688,1
-73.79127502441406,40.645599365234375,1
-73.7820053100586,40.64457321166992,1
